	author	isbn10	isbn13	list_date	num_wks_on_list	rank_last_wk	rank_this_wk	title	asin	author_title
6420	James Patterson and Maxine Paetro	0446536245	9780446536240	2009-12-05	2	15	5	7TH HEAVEN		James Patterson and Maxine Paetro**7TH HEAVEN
6421	Steve Berry	0345485807	9780345485809	2009-12-05	2	13	6	THE CHARLEMAGNE PURSUIT		Steve Berry**THE CHARLEMAGNE PURSUIT
6422	James Patterson	044653630X	9780446536301	2009-12-05	10	8	11	CROSS COUNTRY		James Patterson**CROSS COUNTRY
6423	Cormac McCarthy	0307472124	9780307472120	2009-12-05	6	10	14	THE ROAD		Cormac McCarthy**THE ROAD
6424	JR Ward	045122857X	9780451228574	2009-12-05	2	11	16	LOVER AVENGED		JR Ward**LOVER AVENGED
6425	Nicholas Sparks	0446698326	9780446698320	2009-12-05	2	1	2	DEAR JOHN		Nicholas Sparks**DEAR JOHN
6426	Debbie Macomber	0778327027	9780778327028	2009-12-05	2	6	12	FAIRY TALE WEDDINGS		Debbie Macomber**FAIRY TALE WEDDINGS
6427	Jude Deveraux	0743437217	9780743437219	2009-12-05	3	2	8	LAVENDER MORNING		Jude Deveraux**LAVENDER MORNING
6428	Kim Harrison	0061138029	9780061138027	2009-12-05	2	19	19	WHITE WITCH, BLACK CURSE		Kim Harrison**WHITE WITCH, BLACK CURSE
6429	Alice Sebold	0316168815	9780316168816	2009-12-05	9	14	15	THE LOVELY BONES		Alice Sebold**THE LOVELY BONES
6430	Mary Balogh	0440244633	9780440244639	2009-12-05	2	17	17	A PRECIOUS JEWEL		Mary Balogh**A PRECIOUS JEWEL
6431	Clive Cussler and Dirk Cussler	0425231453	9780425231456	2009-12-05	2	7	4	ARCTIC DRIFT		Clive Cussler and Dirk Cussler**ARCTIC DRIFT
6432	John Grisham	0440243823	9780440243823	2009-12-05	11	3	3	THE ASSOCIATE		John Grisham**THE ASSOCIATE
6433	Nora Roberts	0373285833	9780373285839	2009-12-05	2	9	9	WORTH THE RISK		Nora Roberts**WORTH THE RISK
6434	Sherrilyn Kenyon	031294232X	9780312942328	2009-12-05	1	0	1	BORN OF ICE		Sherrilyn Kenyon**BORN OF ICE
6435	Laura Childs	0425231550	9780425231555	2009-12-05	1	0	20	EGGS BENEDICT ARNOLD		Laura Childs**EGGS BENEDICT ARNOLD
6436	David Michaels	0425231046	9780425231043	2009-12-05	5	16	18	TOM CLANCY’S SPLINTER CELL: CONVICTION		David Michaels**TOM CLANCY’S SPLINTER CELL: CONVICTION
6437	Stuart Woods	0451228561	9780451228567	2009-12-05	2	12	7	LOITERING WITH INTENT		Stuart Woods**LOITERING WITH INTENT
6438	JD Robb, Patricia Gaffney, Mary Blayney and Ruth Ryan Langan	0515147184	9780515147186	2009-12-05	2	4	13	THE LOST		JD Robb, Patricia Gaffney, Mary Blayney and Ruth Ryan Langan**THE LOST
6439	Debbie Macomber	0061083461	9780061083464	2009-12-05	1	0	10	MRS. MIRACLE		Debbie Macomber**MRS. MIRACLE
6440	John Grisham	0440246210	9780440246213	2010-09-12	4	11	8	FORD COUNTY		John Grisham**FORD COUNTY
6441	Heather Graham	0778327965	9780778327967	2010-09-12	2	13	16	GHOST MOON		Heather Graham**GHOST MOON
6442	Stieg Larsson	0307476154	9780307476159	2010-09-12	25	4	3	THE GIRL WHO PLAYED WITH FIRE		Stieg Larsson**THE GIRL WHO PLAYED WITH FIRE
6443	Alyssa Day	0425238105	9780425238103	2010-09-12	1	0	18	ATLANTIS BETRAYED		Alyssa Day**ATLANTIS BETRAYED
6444	Stieg Larsson	0307473473	9780307473479	2010-09-12	26	2	1	THE GIRL WITH THE DRAGON TATTOO		Stieg Larsson**THE GIRL WITH THE DRAGON TATTOO
6445	Kay Hooper	055358927X	9780553589276	2010-09-12	1	0	20	BLOOD TIES		Kay Hooper**BLOOD TIES
6446	Christina Dodd	0451412923	9780451412928	2010-09-12	1	0	9	CHAINS OF FIRE		Christina Dodd**CHAINS OF FIRE
6447	Jayne Castle	0515148369	9780515148367	2010-09-12	2	6	11	MIDNIGHT CRYSTAL		Jayne Castle**MIDNIGHT CRYSTAL
6448	Linda Howard	0345486579	9780345486578	2010-09-12	2	18	17	BURN		Linda Howard**BURN
6449	Robert B Parker	0425236307	9780425236307	2010-09-12	1	0	12	THE PROFESSIONAL		Robert B Parker**THE PROFESSIONAL
6450	Stuart Woods	0451229630	9780451229632	2010-09-12	2	19	15	KISSER		Stuart Woods**KISSER
6451	Susan Andersen	0373774982	9780373774982	2010-09-12	2	15	19	BURNING UP		Susan Andersen**BURNING UP
6452	Lora Leigh	0312945833	9780312945831	2010-09-12	2	8	13	RENEGADE		Lora Leigh**RENEGADE
6453	Vince Flynn	1416595171	9781416595175	2010-09-12	2	5	7	PURSUIT OF HONOR		Vince Flynn**PURSUIT OF HONOR
6454	David Baldacci	0446561975	9780446561976	2010-09-12	3	3	4	TRUE BLUE		David Baldacci**TRUE BLUE
6455	Lynsay Sands	0061474320	9780061474323	2010-09-12	2	7	10	BORN TO BITE		Lynsay Sands**BORN TO BITE
6456	Debbie Macomber	0778328066	9780778328063	2010-09-12	2	1	2	1022 EVERGREEN PLACE		Debbie Macomber**1022 EVERGREEN PLACE
6457	Patricia Cornwell	0425236285	9780425236284	2010-09-12	2	9	5	THE SCARPETTA FACTOR		Patricia Cornwell**THE SCARPETTA FACTOR
6458	Clive Cussler with Grant Blackwood	0425236293	9780425236291	2010-09-12	2	12	6	SPARTAN GOLD		Clive Cussler with Grant Blackwood**SPARTAN GOLD
6459	Susan Mallery	0373774680	9780373774685	2010-09-12	2	10	14	FINDING PERFECT		Susan Mallery**FINDING PERFECT
6460	Lynn Kurland	0515144703	9780515144703	2008-05-31	1	0	13	WITH EVERY BREATH		Lynn Kurland**WITH EVERY BREATH
6461	Nora Roberts	0515144681	9780515144680	2008-05-31	1	0	3	HIGH NOON		Nora Roberts**HIGH NOON
6462	Lisa Gardner	0553588087	9780553588088	2008-05-31	2	0	4	HIDE		Lisa Gardner**HIDE
6463	Allison Brennan	0345502728	9780345502728	2008-05-31	2	0	18	TEMPTING EVIL		Allison Brennan**TEMPTING EVIL
6464	Jeffery Deaver	0743491580	9780743491587	2008-05-31	2	0	15	THE SLEEPING DOLL		Jeffery Deaver**THE SLEEPING DOLL
6465	Julia Quinn	0060876107	9780060876104	2008-05-31	1	0	2	THE LOST DUKE OF WYNDHAM		Julia Quinn**THE LOST DUKE OF WYNDHAM
6466	Jacquelyn Frank	0821780689	9780821780688	2008-05-31	1	0	16	DAMIEN		Jacquelyn Frank**DAMIEN
6467	Rachel Gibson	0061178047	9780061178047	2008-05-31	1	0	10	NOT ANOTHER BAD DATE		Rachel Gibson**NOT ANOTHER BAD DATE
6468	Danielle Steel	0440242061	9780440242062	2008-05-31	2	0	8	BUNGALOW 2		Danielle Steel**BUNGALOW 2
6469	Nora Roberts	0515144592	9780515144598	2008-05-31	4	0	1	THE HOLLOW		Nora Roberts**THE HOLLOW
6470	John Sandford	0425221156	9780425221150	2008-05-31	6	0	14	INVISIBLE PREY		John Sandford**INVISIBLE PREY
6471	Debbie Macomber	0778325695	9780778325697	2008-05-31	1	0	7	ALWAYS DAKOTA		Debbie Macomber**ALWAYS DAKOTA
6472	David Baldacci	044661873X	9780446618731	2008-05-31	9	0	20	SIMPLE GENIUS		David Baldacci**SIMPLE GENIUS
6473	James Patterson and Michael Ledwidge	0446199273	9780446199278	2008-05-31	1	0	5	STEP ON A CRACK		James Patterson and Michael Ledwidge**STEP ON A CRACK
6474	Nora Roberts	037328568X	9780373285686	2008-05-31	1	0	9	WAITING FOR NICK AND CONSIDERING KATE		Nora Roberts**WAITING FOR NICK AND CONSIDERING KATE
6475	Brad Thor	1416543805	9781416543800	2008-05-31	2	0	12	THE FIRST COMMANDMENT		Brad Thor**THE FIRST COMMANDMENT
6476	Dean R Koontz	0553589113	9780553589115	2008-05-31	5	0	11	THE GOOD GUY		Dean R Koontz**THE GOOD GUY
6477	Eric Van Lustbader	0446618802	9780446618809	2008-05-31	5	0	17	THE BOURNE BETRAYAL		Eric Van Lustbader**THE BOURNE BETRAYAL
6478	Kresley Cole	0345486536	9780345486530	2008-05-31	3	0	19	DARK DESIRES AFTER DUSK		Kresley Cole**DARK DESIRES AFTER DUSK
6479	James Rollins	0060765380	9780060765385	2008-05-31	1	0	6	THE JUDAS STRAIN		James Rollins**THE JUDAS STRAIN
6480	Michael Connelly	0446401196	9780446401197	2009-09-26	6	5	9	THE BRASS VERDICT		Michael Connelly**THE BRASS VERDICT
6481	Patricia Briggs	044101738X	9780441017386	2009-09-26	5	13	19	HUNTING GROUND		Patricia Briggs**HUNTING GROUND
6482	Debbie Macomber	1426838689	9781426838682	2009-09-26	5	4	12	92 PACIFIC BOULEVARD		Debbie Macomber**92 PACIFIC BOULEVARD
6483	Vince Flynn	1416505040	9781416505044	2009-09-26	5	3	7	EXTREME MEASURES		Vince Flynn**EXTREME MEASURES
6484	Lisa Kleypas	0312949820	9780312949822	2009-09-26	1	0	2	TEMPT ME AT TWILIGHT		Lisa Kleypas**TEMPT ME AT TWILIGHT
6485	Danielle Steel	0440243300	9780440243304	2009-09-26	5	8	11	A GOOD WOMAN		Danielle Steel**A GOOD WOMAN
6486	Charlaine Harris	0441013333	9780441013333	2009-09-26	15	15	16	DEAD AS A DOORNAIL		Charlaine Harris**DEAD AS A DOORNAIL
6487	Charlaine Harris	0441012183	9780441012183	2009-09-26	24	11	14	DEAD TO THE WORLD		Charlaine Harris**DEAD TO THE WORLD
6488	Stephen King	1416586652	9781416586654	2009-09-26	1	0	6	JUST AFTER SUNSET		Stephen King**JUST AFTER SUNSET
6489	James Patterson and Michael Ledwidge	044619896X	9780446198967	2009-09-26	9	9	17	THE QUICKIE		James Patterson and Michael Ledwidge**THE QUICKIE
6490	Patricia Cornwell	0425230163	9780425230169	2009-09-26	5	1	3	SCARPETTA		Patricia Cornwell**SCARPETTA
6491	Charlaine Harris	0441010512	9780441010516	2009-09-26	30	10	15	CLUB DEAD		Charlaine Harris**CLUB DEAD
6492	Charlaine Harris	0441016995	9780441016990	2009-09-26	44	7	10	DEAD UNTIL DARK		Charlaine Harris**DEAD UNTIL DARK
6493	Jillian Hunter	0345503945	9780345503947	2009-09-26	1	0	13	A WICKED LORD AT THE WEDDING		Jillian Hunter**A WICKED LORD AT THE WEDDING
6494	Dennis Lehane	0061703257	9780061703256	2009-09-26	5	14	18	SHUTTER ISLAND		Dennis Lehane**SHUTTER ISLAND
6495	John Grisham	0440243823	9780440243823	2009-09-26	1	0	1	THE ASSOCIATE		John Grisham**THE ASSOCIATE
6496	Charlaine Harris	0441017010	9780441017010	2009-09-26	25	6	8	FROM DEAD TO WORSE		Charlaine Harris**FROM DEAD TO WORSE
6497	Liz Carlyle	1416594922	9781416594925	2009-09-26	1	0	4	WICKED ALL DAY		Liz Carlyle**WICKED ALL DAY
6498	David Baldacci	0446544884	9780446544887	2009-09-26	5	2	5	DIVINE JUSTICE		David Baldacci**DIVINE JUSTICE
6499	Robert B Parker	0425230171	9780425230176	2009-09-26	4	17	20	ROUGH WEATHER		Robert B Parker**ROUGH WEATHER
6500	Lora Leigh	0312945825	9780312945824	2010-03-14	2	7	11	BLACK JACK		Lora Leigh**BLACK JACK
6501	Harlan Coben	0451229320	9780451229328	2010-03-14	3	5	6	LONG LOST		Harlan Coben**LONG LOST
6502	Christina Dodd	0451229339	9780451229335	2010-03-14	2	14	18	IN BED WITH THE DUKE		Christina Dodd**IN BED WITH THE DUKE
6503	Ron Carr	077832768X	9780778327684	2010-03-14	4	11	16	MOONLIGHT ROAD		Ron Carr**MOONLIGHT ROAD
6504	Clive Cussler and Jack Du Brul	0425233294	9780425233290	2010-03-14	3	6	7	CORSAIR		Clive Cussler and Jack Du Brul**CORSAIR
6505	Jim Butcher	0451462815	9780451462817	2010-03-14	2	12	12	TURN COAT		Jim Butcher**TURN COAT
6506	Nicholas Sparks	0446567337	9780446567336	2010-03-14	16	2	2	DEAR JOHN		Nicholas Sparks**DEAR JOHN
6507	Lisa Jackson	0821779400	9780821779408	2010-03-14	3	15	15	MALICE		Lisa Jackson**MALICE
6508	Jonathan Kellerman	0345495195	9780345495198	2010-03-14	3	9	8	EVIDENCE		Jonathan Kellerman**EVIDENCE
6509	Jeffery Deaver	1416550003	9781416550006	2010-03-14	2	20	14	ROADSIDE CROSSES		Jeffery Deaver**ROADSIDE CROSSES
6510	Dennis Lehane	0061703257	9780061703256	2010-03-14	11	4	4	SHUTTER ISLAND		Dennis Lehane**SHUTTER ISLAND
6511	Michael Connelly	044640120X	9780446401203	2010-03-14	7	19	19	THE SCARECROW		Michael Connelly**THE SCARECROW
6512	David Baldacci	0446539740	9780446539746	2010-03-14	4	3	3	FIRST FAMILY		David Baldacci**FIRST FAMILY
6513	Nicholas Sparks	0446570966	9780446570961	2010-03-14	3	1	1	THE LAST SONG		Nicholas Sparks**THE LAST SONG
6514	JD Robb	0425234908	9780425234907	2010-03-14	3	10	10	BIG JACK		JD Robb**BIG JACK
6515	Kerrelyn Sparks	0061667862	9780061667862	2010-03-14	1	0	5	THE VAMPIRE AND THE VIRGIN		Kerrelyn Sparks**THE VAMPIRE AND THE VIRGIN
6516	Alice Sebold	0316044407	9780316044400	2010-03-14	23	17	17	THE LOVELY BONES		Alice Sebold**THE LOVELY BONES
6517	Susan Wiggs	077832799X	9780778327998	2010-03-14	3	8	9	THE SUMMER HIDEAWAY		Susan Wiggs**THE SUMMER HIDEAWAY
6518	Maeve Binchy	0307278425	9780307278425	2010-03-14	3	13	13	HEART AND SOUL		Maeve Binchy**HEART AND SOUL
6519	Lisa Kleypas	0312351674	9780312351670	2010-03-14	1	0	20	SMOOTH TALKING STRANGER		Lisa Kleypas**SMOOTH TALKING STRANGER
6520	Douglas Preston	076535697X	9780765356970	2011-01-09	2	19	14	IMPACT		Douglas Preston**IMPACT
6521	Angela Knight	0425239160	9780425239162	2011-01-09	1	0	13	MASTER OF SMOKE		Angela Knight**MASTER OF SMOKE
6522	Julia Quinn, Eloisa James and Connie Brockway	0061247820	9780061247828	2011-01-09	2	8	17	THE LADY MOST LIKELY ...		Julia Quinn, Eloisa James and Connie Brockway**THE LADY MOST LIKELY ...
6523	Stieg Larsson	0307476154	9780307476159	2011-01-09	42	4	3	THE GIRL WHO PLAYED WITH FIRE		Stieg Larsson**THE GIRL WHO PLAYED WITH FIRE
6524	Stieg Larsson	0307473473	9780307473479	2011-01-09	43	1	2	THE GIRL WITH THE DRAGON TATTOO		Stieg Larsson**THE GIRL WITH THE DRAGON TATTOO
6525	Lisa Gardner	0553591916	9780553591910	2011-01-09	2	14	4	LIVE TO TELL		Lisa Gardner**LIVE TO TELL
6526	Ron Carr	0778329216	9780778329213	2011-01-09	2	6	10	PROMISE CANYON		Ron Carr**PROMISE CANYON
6527	Dan Brown	1400079144	9781400079148	2011-01-09	12	5	8	THE LOST SYMBOL		Dan Brown**THE LOST SYMBOL
6528	James Rollins	0061231436	9780061231438	2011-01-09	1	0	6	ALTAR OF EDEN		James Rollins**ALTAR OF EDEN
6529	John Lescroart	0451231457	9780451231451	2011-01-09	1	0	20	TREASURE HUNT		John Lescroart**TREASURE HUNT
6530	Jude Deveraux	0743479025	9780743479028	2011-01-09	2	11	9	THE SCENT OF JASMINE		Jude Deveraux**THE SCENT OF JASMINE
6531	Fern Michaels	1420111930	9781420111934	2011-01-09	2	13	7	DEJA VU		Fern Michaels**DEJA VU
6532	Kim Harrison	0061138045	9780061138041	2011-01-09	2	15	18	BLACK MAGIC SANCTION		Kim Harrison**BLACK MAGIC SANCTION
6533	Robert Crais	0425238121	9780425238127	2011-01-09	2	12	12	THE FIRST RULE		Robert Crais**THE FIRST RULE
6534	David Baldacci	0446564079	9780446564076	2011-01-09	2	3	1	DELIVER US FROM EVIL		David Baldacci**DELIVER US FROM EVIL
6535	J A Jance	1416566368	9781416566366	2011-01-09	1	0	16	TRIAL BY FIRE		J A Jance**TRIAL BY FIRE
6536	Nora Roberts	0373281331	9780373281336	2011-01-09	1	0	19	THE MACGREGORS — SERENA & CAINE		Nora Roberts**THE MACGREGORS — SERENA & CAINE
6537	Christine Feehan	0515149217	9780515149210	2011-01-09	2	2	5	RUTHLESS GAME		Christine Feehan**RUTHLESS GAME
6538	Linda Lael Miller	0373776233	9780373776238	2011-01-09	1	0	15	THE MCKETTRICK LEGEND		Linda Lael Miller**THE MCKETTRICK LEGEND
6539	Sue Grafton	0425238113	9780425238110	2011-01-09	6	7	11	U IS FOR UNDERTOW		Sue Grafton**U IS FOR UNDERTOW
6540	Michael Crichton	0061929387	9780061929380	2010-12-05	10	11	20	PIRATE LATITUDES		Michael Crichton**PIRATE LATITUDES
6541	Lynsay Sands	0061894575	9780061894572	2010-12-05	1	0	5	HUNGRY FOR YOU		Lynsay Sands**HUNGRY FOR YOU
6542	Dean Koontz	0553591738	9780553591736	2010-12-05	2	4	2	BREATHLESS		Dean Koontz**BREATHLESS
6543	James Patterson	0446561967	9780446561969	2010-12-05	10	6	14	I, ALEX CROSS		James Patterson**I, ALEX CROSS
6544	Stieg Larsson	0307473473	9780307473479	2010-12-05	38	2	4	THE GIRL WITH THE DRAGON TATTOO		Stieg Larsson**THE GIRL WITH THE DRAGON TATTOO
6545	J D Robb, Mary Blayney, Patricia Gaffney, Ruth Ryan Langan and Mary Kay McComas	0515148679	9780515148671	2010-12-05	1	0	6	THE OTHER SIDE		J D Robb, Mary Blayney, Patricia Gaffney, Ruth Ryan Langan and Mary Kay McComas**THE OTHER SIDE
6546	J R Ward	0451231554	9780451231550	2010-12-05	1	0	8	LOVER MINE		J R Ward**LOVER MINE
6547	Nora Roberts	0373285949	9780373285945	2010-12-05	2	15	11	O’HURLEY’S RETURN		Nora Roberts**O’HURLEY’S RETURN
6548	Stieg Larsson	0307476154	9780307476159	2010-12-05	37	3	7	THE GIRL WHO PLAYED WITH FIRE		Stieg Larsson**THE GIRL WHO PLAYED WITH FIRE
6549	Linda Howard	0345517202	9780345517203	2010-12-05	1	0	17	ICE		Linda Howard**ICE
6550	Sherryl Woods	0778328147	9780778328148	2010-12-05	2	13	18	RETURN TO ROSE COTTAGE		Sherryl Woods**RETURN TO ROSE COTTAGE
6551	Linda Lael Miller	0373774923	9780373774920	2010-12-05	2	14	13	MCKETTRICK’S CHOICE		Linda Lael Miller**MCKETTRICK’S CHOICE
6552	Alexandra Ivy	1420111353	9781420111354	2010-12-05	1	0	16	DEVOURED BY DARKNESS		Alexandra Ivy**DEVOURED BY DARKNESS
6553	James Patterson and Richard DiLallo	0446557781	9780446557788	2010-12-05	1	0	10	ALEX CROSS’S ‘TRIAL’		James Patterson and Richard DiLallo**ALEX CROSS’S ‘TRIAL’
6554	Debbie Macomber	0778327434	9780778327431	2010-12-05	2	9	9	THE SOONER THE BETTER		Debbie Macomber**THE SOONER THE BETTER
6555	Sandra Brown	1439192928	9781439192924	2010-12-05	1	0	12	RAINWATER		Sandra Brown**RAINWATER
6556	Dan Brown	1400079144	9781400079148	2010-12-05	7	1	1	THE LOST SYMBOL		Dan Brown**THE LOST SYMBOL
6557	Stuart Woods	0451229649	9780451229649	2010-12-05	1	0	19	LUCID INTERVALS		Stuart Woods**LUCID INTERVALS
6558	Debbie Macomber	0778328228	9780778328223	2010-12-05	6	5	15	CHRISTMAS IN CEDAR COVE		Debbie Macomber**CHRISTMAS IN CEDAR COVE
6559	Sue Grafton	0425238113	9780425238110	2010-12-05	1	0	3	U IS FOR UNDERTOW		Sue Grafton**U IS FOR UNDERTOW
6560	Ron Carr	0778327612	9780778327615	2010-02-07	2	7	11	ANGEL’S PEAK		Ron Carr**ANGEL’S PEAK
6561	Alex Berenson	0515147532	9780515147537	2010-02-07	2	12	10	THE SILENT MAN		Alex Berenson**THE SILENT MAN
6562	Stephanie Laurens	0061795151	9780061795152	2010-02-07	2	4	8	THE ELUSIVE BRIDE		Stephanie Laurens**THE ELUSIVE BRIDE
6563	Lori Foster	0425232980	9780425232989	2010-02-07	1	0	7	BACK IN BLACK		Lori Foster**BACK IN BLACK
6564	Danielle Steel	0440243335	9780440243335	2010-02-07	1	0	6	ONE DAY AT A TIME		Danielle Steel**ONE DAY AT A TIME
6565	Linda Lael Miller	0373774362	9780373774364	2010-02-07	2	5	3	TATE		Linda Lael Miller**TATE
6566	Nicholas Sparks	0446567337	9780446567336	2010-02-07	11	1	1	DEAR JOHN		Nicholas Sparks**DEAR JOHN
6567	Jennifer Crusie	0553593366	9780553593365	2010-02-07	2	11	17	THE CINDERELLA DEAL		Jennifer Crusie**THE CINDERELLA DEAL
6568	Phillip Margolin	0061236241	9780061236242	2010-02-07	1	0	18	FUGITIVE		Phillip Margolin**FUGITIVE
6569	Alice Sebold	0316044407	9780316044400	2010-02-07	18	3	5	THE LOVELY BONES		Alice Sebold**THE LOVELY BONES
6570	Larissa Ione	0446556823	9780446556828	2010-02-07	1	0	20	ECSTASY UNVEILED		Larissa Ione**ECSTASY UNVEILED
6571	Dennis Lehane	0061703257	9780061703256	2010-02-07	6	0	19	SHUTTER ISLAND		Dennis Lehane**SHUTTER ISLAND
6572	Michael Connelly	044640120X	9780446401203	2010-02-07	2	6	4	THE SCARECROW		Michael Connelly**THE SCARECROW
6573	Robert B Parker	0425232999	9780425232996	2010-02-07	1	0	13	NIGHT AND DAY		Robert B Parker**NIGHT AND DAY
6574	Nalini Singh	0425233367	9780425233368	2010-02-07	1	0	9	ARCHANGEL'S KISS		Nalini Singh**ARCHANGEL'S KISS
6575	Janet Evanovich	0312383347	9780312383343	2010-02-07	6	14	16	PLUM SPOOKY		Janet Evanovich**PLUM SPOOKY
6576	Beverly Barton	1420100513	9781420100518	2010-02-07	2	19	14	DEAD BY MIDNIGHT		Beverly Barton**DEAD BY MIDNIGHT
6577	Nora Roberts	0515147990	9780515147995	2010-02-07	2	2	2	HOT ROCKS		Nora Roberts**HOT ROCKS
6578	Greg Iles	141652455X	9781416524557	2010-02-07	6	8	12	THE DEVIL’S PUNCHBOWL		Greg Iles**THE DEVIL’S PUNCHBOWL
6579	Patricia Briggs	044101836X	9780441018369	2010-02-07	2	9	15	BONE CROSSED		Patricia Briggs**BONE CROSSED
6580	John Grisham	0440246210	9780440246213	2010-08-29	2	3	2	FORD COUNTY		John Grisham**FORD COUNTY
6581	Kresley Cole	1439123128	9781439123126	2010-08-29	1	0	5	DEMON FROM THE DARK		Kresley Cole**DEMON FROM THE DARK
6582	Stieg Larsson	0307476154	9780307476159	2010-08-29	23	2	3	THE GIRL WHO PLAYED WITH FIRE		Stieg Larsson**THE GIRL WHO PLAYED WITH FIRE
6583	Stieg Larsson	0307473473	9780307473479	2010-08-29	24	1	1	THE GIRL WITH THE DRAGON TATTOO		Stieg Larsson**THE GIRL WITH THE DRAGON TATTOO
6584	Larissa Ione	0446556815	9780446556811	2010-08-29	1	0	7	SIN UNDONE		Larissa Ione**SIN UNDONE
6585	Beverly Barton	1420110349	9781420110340	2010-08-29	2	11	15	DON'T CRY		Beverly Barton**DON'T CRY
6586	Ben Sherwood	0553584022	9780553584028	2010-08-29	9	4	8	CHARLIE ST. CLOUD		Ben Sherwood**CHARLIE ST. CLOUD
6587	Ken Follett	0451228375	9780451228376	2010-08-29	5	9	10	WORLD WITHOUT END		Ken Follett**WORLD WITHOUT END
6588	Nicholas Sparks	0446618322	9780446618328	2010-08-29	9	19	16	THE LUCKY ONE		Nicholas Sparks**THE LUCKY ONE
6589	J D Robb	0425235890	9780425235898	2010-08-29	5	17	19	FANTASY IN DEATH		J D Robb**FANTASY IN DEATH
6590	Charlaine Harris	0441018513	9780441018512	2010-08-29	19	12	13	DEAD AND GONE		Charlaine Harris**DEAD AND GONE
6591	Michael Connelly	0446561959	9780446561952	2010-08-29	7	7	9	NINE DRAGONS		Michael Connelly**NINE DRAGONS
6592	David Baldacci	0446561975	9780446561976	2010-08-29	1	0	4	TRUE BLUE		David Baldacci**TRUE BLUE
6593	Nicholas Sparks	0446570966	9780446570961	2010-08-29	24	15	17	THE LAST SONG		Nicholas Sparks**THE LAST SONG
6594	Steve Berry	0345505484	9780345505484	2010-08-29	5	16	18	THE PARIS VENDETTA		Steve Berry**THE PARIS VENDETTA
6595	Christine Feehan	0515148245	9780515148244	2010-08-29	5	10	20	WATER BOUND		Christine Feehan**WATER BOUND
6596	Lisa Jackson	142010182X	9781420101829	2010-08-29	4	8	12	RUNNING SCARED		Lisa Jackson**RUNNING SCARED
6597	James Patterson and Maxine Paetro	0446561347	9780446561341	2010-08-29	5	5	6	THE 8TH CONFESSION		James Patterson and Maxine Paetro**THE 8TH CONFESSION
6598	Sandra Brown	1416563091	9781416563099	2010-08-29	6	6	11	SMASH CUT		Sandra Brown**SMASH CUT
6599	Ken Follett	045123281X	9780451232816	2010-08-29	26	13	14	PILLARS OF THE EARTH		Ken Follett**PILLARS OF THE EARTH
6600	Douglas Preston	076535697X	9780765356970	2011-01-02	1	0	19	IMPACT		Douglas Preston**IMPACT
6601	Kim Harrison	0061138045	9780061138041	2011-01-02	1	0	15	BLACK MAGIC SANCTION		Kim Harrison**BLACK MAGIC SANCTION
6602	Stieg Larsson	0307476154	9780307476159	2011-01-02	41	3	4	THE GIRL WHO PLAYED WITH FIRE		Stieg Larsson**THE GIRL WHO PLAYED WITH FIRE
6603	Stieg Larsson	0307473473	9780307473479	2011-01-02	42	1	1	THE GIRL WITH THE DRAGON TATTOO		Stieg Larsson**THE GIRL WITH THE DRAGON TATTOO
6604	Julia Quinn, Eloisa James and Connie Brockway	0061247820	9780061247828	2011-01-02	1	0	8	THE LADY MOST LIKELY ...		Julia Quinn, Eloisa James and Connie Brockway**THE LADY MOST LIKELY ...
6605	Ron Carr	0778329216	9780778329213	2011-01-02	1	0	6	PROMISE CANYON		Ron Carr**PROMISE CANYON
6606	James Patterson and Richard DiLallo	0446557781	9780446557788	2011-01-02	5	4	9	ALEX CROSS’S ‘TRIAL’		James Patterson and Richard DiLallo**ALEX CROSS’S ‘TRIAL’
6607	Jude Deveraux	0743479025	9780743479028	2011-01-02	1	0	11	THE SCENT OF JASMINE		Jude Deveraux**THE SCENT OF JASMINE
6608	Fern Michaels	1420111930	9781420111934	2011-01-02	1	0	13	DEJA VU		Fern Michaels**DEJA VU
6609	Allison Brennan	0345520394	9780345520395	2011-01-02	1	0	20	LOVE ME TO DEATH		Allison Brennan**LOVE ME TO DEATH
6610	Dean Koontz	0553591738	9780553591736	2011-01-02	6	6	10	BREATHLESS		Dean Koontz**BREATHLESS
